case_id,seq,label,date,name,code,tag_main,tag_sub,tag_full,g_ref,source,evidence
CASE-0120,120,실패,2023-11-13,올리패스,244460,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2051;G2053,S02 예시집 섹션2 #26 / G2051·G2053 + KRX 실측,"**쩜 하한가 -20.05%**(재료 소멸 예외). 실측 O985 H1,022 L863 C863(-29.95%)·112억. ★매매불가: 시초 거래대금 12억 미달(쩜하한 100억 임계 미달)"
CASE-0121,121,성공,2023-11-10,파두,440110,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2054;G2055,S02 예시집 섹션2 #27 / G2054·G2055 + KRX 실측,"하한가 **-17.70%**(매출 97%↓·부실IPO 의혹). 실측 O20,000 H21,500 L17,580 C18,970(-21.93%)·2,503억. 큰 거래대금→비중 실음, 첫 양봉 1.3% 진입 2~3% 수익"
CASE-0122,122,실패,2023-11-06,인포마크,175140,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2056;G2057,S02 예시집 섹션2 #28 / G2056·G2057 + KRX 실측,"하한가 후 **강보합 +0.80% 출발**(CB 매각 악재). 실측 O6,330 H6,340 L5,700 C6,010(-4.30%)·47억. ★저자 비선호: 강보합의 시초 급락(-8.6%) 위험 예시"
CASE-0123,123,성공,2023-11-03,에스유홀딩스,031860,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2058;G2059,S02 예시집 섹션2 #29 / G2058·G2059 + KRX 실측,하한가 **-7.63%**(악재 없는 하락=소멸 아님). 실측 O436 H547 L391 C502(+6.36%)·113억. 첫 양봉 4%여도 추세선 3%선 이하 진입
CASE-0124,124,실패,2023-11-03,THE MIDONG,161570,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2060;G2061,S02 예시집 섹션2 #30 / G2060·G2061 + KRX 실측,"하한가 **-14.95%**(이유 없는 하락, 얇은 호가창). 실측 O717 H773 L646 C750(-11.03%)·26억. ★양봉 시가 이탈 즉시 손절(반례)=손절 규율 실물"
CASE-0125,125,성공,2023-11-03,영풍제지,006740,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2063;G2064,S02 예시집 섹션2 #31 / G2063·G2064 + KRX 실측,"**쩜 하한가 -5.24%**(주가조작 7연속 하한가). 실측 O3,800 H4,680 L3,745 C4,220(+5.24%)·**8,510억**. 시초 1,000억=관심도 최상→강한 진입, 데이트 연결"
CASE-0126,126,성공,2023-11-02,티사이언티픽,057680,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2065;G2066,S02 예시집 섹션2 #32 / G2065·G2066 + KRX 실측,"하한가 **-25.62%**(2거래일 -50% 하락폭). 실측 O1,510 H1,944 L1,484 C1,633(-19.56%)·307억. 큰 하락폭=반등 근거, 손절 후 재매수"
CASE-0127,127,성공,2023-11-01,피플바이오,304840,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2067;G2068,S02 예시집 섹션2 #33 / G2067·G2068 + KRX 실측,"하한가 후 **강보합 +1.27% 출발**(외국인 대량매도 악재). 실측 O3,185 H3,580 L3,165 C3,330(+5.88%)·49억. 강보합 성공 사례(인포마크와 대조)"
CASE-0128,128,성공,2023-10-31,퀀타피아,078940,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2069;G2070,S02 예시집 섹션2 #34 / G2069·G2070 + KRX 실측,"하한가 후 **강보합 +0.45% 출발**. 실측 O2,215 H2,795 L2,215 C2,505(+13.61%)·82억. 3% 진입 필터→8분 26% 상승 수익"
CASE-0129,129,성공,2023-10-27,대양금속,009190,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2071;G2072;G2074,S02 예시집 섹션2 #35 / G2071·G2072·G2074 + KRX 실측,"**쩜 하한가 -26.35%**(영풍제지 대주주=재료 연좌). 실측 O1,160 H1,429 L1,135 C1,283(-18.54%)·568억. 시초 100억→2%내 진입, 손절→재매수 손실복구"
CASE-0130,130,실패,2023-10-27,육일씨엔에쓰,191410,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2076,S02 예시집 섹션2 #36 / G2076 + KRX 실측,"하한가 **-17.66%**. 실측 O3,310 H3,450 L2,815 C2,830(-29.6%)·81억. ★매매불가: 같은 날 수급이 대양금속에 집중(관심도>하락률, 후보 경쟁 탈락)"
CASE-0131,131,성공,2024-01-08,베셀,177350,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2077;G2078,S02 예시집 섹션2 #37 / G2077·G2078 + KRX 실측,**당일 쩜 하한가 출발 후 풀림**(호재 후 차익실현=소멸 아님). 실측 O695 H870 L695 C789(-20.46%)·671억. 100억 미달→보수적 진입(목표 3~4%). ★2024년 사례
CASE-0132,132,실패,2023-10-24,유니퀘스트,077500,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2079,S02 예시집 섹션2 #38 / G2079 + KRX 실측,"하한가 **-2.64%**. 실측 O6,270 H6,370 L5,450 C5,700(-11.49%)·130억. ★매매보류: 재료 소멸(기업 분할합병)=배제 계열"
CASE-0133,133,성공,2023-10-19,진시스템,363250,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2081,S02 예시집 섹션2 #39 / G2081 + KRX 실측,"하한가 **-12.44%**. 실측 O10,910 H11,900 L10,630 C11,210(-10.03%)·107억. 음봉 시가 돌파(패턴1)+손절가(양봉 시가) 실물"
CASE-0134,134,실패,2023-10-18,대호에이엘,069460,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2082;G2083,S02 예시집 섹션2 #40 / G2082·G2083 + KRX 실측,"하한가 **-11.08%**(차익실현 하락=소멸 아님). 실측 O1,356 H1,430 L1,070 C1,126(-26.16%)·877억. ★매매불가: 개장 1초 3%↑ 동적VI(체결 게이트 2번째)"
CASE-0135,135,실패,2023-10-17,율호,072770,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2085;G2086,S02 예시집 섹션2 #41 / G2085·G2086 + KRX 실측,"하한가 후 **강보합 +0.76% 출발**(이유 없는 하락). 실측 O1,990 H2,250 L1,954 C2,105(+6.58%)·154억. ★손절(작은 거래대금 비중 조절)—손절 후 반등해도 원칙 손절(회상편향 방지)"
CASE-0136,136,실패,2023-10-11,제이스코홀딩스,023440,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2087;G2088,S02 예시집 섹션2 #42 / G2087·G2088 + KRX 실측,"하한가 후 **보합 0.00% 출발**. 실측 O1,610 H1,763 L1,571 C1,610(0.00%)·57억. ★저자 비선호(보합~강보합=선호 아님, 3% 필터+1분1~2억 제한)"
CASE-0137,137,성공,2023-10-10,에이스테크,088800,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2089;G2090,S02 예시집 섹션2 #43 / G2089·G2090 + KRX 실측,"**쩜 하한가 -20.77%**(유상증자 신주인수권 매도 첫날). 실측 O1,747 H1,798 L1,545 C1,545(-29.93%)·254억. 음봉 시가 돌파(패턴1), 100억↑→데이트 연결"
CASE-0138,138,성공,2023-10-11,에이스테크,088800,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2091,S02 예시집 섹션2 #44 / G2091 + KRX 실측,"하한가 **-0.32%**(2거래일 연속 하한가, #43 다음날). 실측 O1,540 H1,917 L1,537 C1,807(+16.96%)·631억. 큰 하락폭→낙주 수급, 손절 후 재매수"
CASE-0139,139,실패,2023-10-05,밀리의서재,418470,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2093;G2094,S02 예시집 섹션2 #45 / G2093·G2094 + KRX 실측,"하한가 **-5.66%**(신규주 IPO 직후). 실측 O27,500 H31,500 L24,300 C27,800(-4.63%)·1,633억. ★음봉 시가 돌파했으나 1분내 미상승→손절(패턴1 유효조건 미충족=실패 사례)"
CASE-0140,140,성공,2023-09-27,엑스페릭스,317770,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2098,S02 예시집 섹션2 #46 / G2098 + KRX 실측,"하한가 **-3.00%**(""끼""=과거 급등 이력, 추세붕괴 후 단타만). 실측 O4,830 H5,410 L4,515 C4,905(-0.10%)·145억. 진입 가능(단타)"
CASE-0141,141,성공,2023-09-27,대유에이텍,002880,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2100;G2101,S02 예시집 섹션2 #47 / G2100·G2101 + KRX 실측,하한가 **-27.68%**(대유위니아 계열 법정관리). 실측 O162 H242 L162 C211(-5.80%)·145억. 단타 한정(거래정지 리스크)→장중 35%↑에도 09:10 마무리
CASE-0142,142,실패,2023-09-26,위니아에이드,377460,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2103,S02 예시집 섹션2 #48 / G2103 + KRX 실측,"하한가 **-29.93%**(계열 법정관리 재료연좌). 실측 O1,405 H1,578 L1,405 C1,405(-29.93%)·707억. ★매매불가: 익숙하지 않은 비정형 흐름=능력범위 밖"
CASE-0143,143,성공,2023-09-27,위니아에이드,377460,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2104,S02 예시집 섹션2 #49 / G2104 + KRX 실측,"**쩜 하한가 -1.71%**(#48 다음날). 실측 O1,381 H1,722 L1,381 C1,549(+10.25%)·599억. 여유 있는 진입(조정 손절가 미이탈 홀드→재반등). 같은 종목 2일 대조(불가↔성공)"
CASE-0144,144,실패,2023-09-22,휴림에이텍,078590,갭하락 단타,하한가 반등,갭하락 단타/하한가 반등,G2105;G2107,S02 예시집 섹션2 #50 / G2105·G2107 + KRX 실측,하한가 **-17.65%**(거래재개 첫날). 실측 O686 H777 L668 C678(-18.61%)·189억. ★매매불가: 개장 8%↑ 동적VI(체결 게이트 3번째). ※CASE-0020(2023-11-17)과 별개
CASE-0145,145,성공,2024-04-16,라닉스,317120,상따(상한가),안정성 판별,상따(상한가)/안정성 판별,G4207,6-2권 상한가이론(4) / G4207~ + KRX 실측,"**쩜 상한가**(O=H=L=C 5,130, +29.87%)·34억. 자율주행 재료·자사주 취득. 호가 잔량 두꺼운 안정 상한가=저자 성공/안정 예시"
CASE-0146,146,성공,2024-04-16,대동전자,008110,상따(상한가),안정성 판별,상따(상한가)/안정성 판별,G4207,6-2권 상한가이론(4) / G4207~ + KRX 실측,"상한가 마감 O10,440 H=C11,800(+29.96%)·75억. 품절주+자사주 호재. 안정 상한가=저자 성공 예시"
CASE-0147,147,실패,2024-04-16,한컴라이프케어,372910,상따(상한가),안정성 판별,상따(상한가)/안정성 판별,G4208,6-2권 상한가이론(4) / G4208~ + KRX 실측,"상한가 마감이나 O4,635 H=C6,020(+29.88%)·499억, ★분봉 불안정(호가 잔량 3% 미만·반복 풀림 리스크). 경영권 매각 호재. 저자 불안정/주의 예시=실패"
CASE-0148,148,실패,2024-04-16,에스바이오메딕스,304360,상따(상한가),안정성 판별,상따(상한가)/안정성 판별,G4212,6-2권 상한가이론(4) / G4212~ + KRX 실측,"상한가 마감이나 O21,050 H=C26,800(+29.78%)·1,087억, ★불안정(상한가 반복 풀림). 바이오 재료. 저자 불안정 예시=실패"
CASE-0149,149,성공,2024-02-16,케어랩스,263700,상따(상한가),대장주 교체,상따(상한가)/대장주 교체,G4225;G4226,6-2권 상한가이론(5) / G4225·G4226 + KRX 실측,"상한가 마감 O4,520 H=C5,730(+29.93%)·352억. ★2등주→대장주 교체(신 대장주 부각), 종가 유지·다음날 +19.90%=성공"
CASE-0150,150,성공,2024-02-16,인성정보,033230,상따(상한가),대장주 교체,상따(상한가)/대장주 교체,G4225;G4226,6-2권 상한가이론(5) / G4225·G4226 + KRX 실측,"상한가 마감 O4,205 H=C5,090(+29.85%)·**3,506억**. 구 대장주(케어랩스에 대장 자리 내줬으나 상한가 유지·다음날 +11.59%). 대장주 교체 대조군"
CASE-0151,151,실패,2024-02-29,스톤브릿지벤처스,330730,상따(상한가),대장주 판별,상따(상한가)/대장주 판별,G4224,6-2권 상한가이론(5) / G4224 + KRX 실측,"상한가 마감 O4,645 H=C5,740(+29.86%)·497억. ★2등주(대장주=컴퍼니케이 CASE-0078). 겨우 상한가 도달 후 다음날 03-04 -7.67% 약세=저자 2등주 배제 예시. ※CASE-0080(03-06)과 별개"
CASE-0152,152,성공,2024-02-27,동일고무벨트,163560,상따(상한가),대장주 판별,상따(상한가)/대장주 판별,G4228;G4229,6-2권 상한가이론(5) / G4228·G4229 + KRX 실측,"상한가 마감 O6,680 H=C8,680(+29.94%)·297억. ★대장주(관심 집중). 다음날 02-28 갭+7.37%·장중 +28.80%=대장주 상따 성공"
CASE-0153,153,실패,2024-02-27,DRB동일,004840,상따(상한가),대장주 판별,상따(상한가)/대장주 판별,G4228;G4229,6-2권 상한가이론(5) / G4228·G4229 + KRX 실측,"상한가 도달하나 O5,750 H=C7,470(+29.91%)·521억, ★2등주(동일고무벨트 모회사이나 관심 밀림)·분봉 불안정. 다음날 02-28 갭-0.27%·장중 -10.17% 약세=저자 2등주 배제 예시"
CASE-0154,154,실패,2024-03-20,큐라클,365270,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4158;G4160,6-2권 상한가이론(1) / G4158~G4160 + KRX 실측,"장중 고가 +29.13%(상한가 근접)→종가 +22.24% 되밀림. 실측 O15,240 H19,680 L15,240 C18,630·646억. 선취매(25~28%) 후 상한가 미달=저자 선취매 위험 대표 예시"
CASE-0155,155,실패,2024-03-29,롯데손해보험,000400,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4164,6-2권 상한가이론(1) / G4164 + KRX 실측,"고가 +29.64%→종가 +14.11% 되밀림. 실측 O2,795 H3,630 L2,770 C3,195·592억. 고가~종가 -15.5%p"
CASE-0156,156,실패,2024-03-29,뉴보텍,060260,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4164,6-2권 상한가이론(1) / G4164 + KRX 실측,고가 +29.32%→종가 +7.17% 되밀림. 실측 O775 H794 L658 C658·66억. 고가~종가 -22%p
CASE-0157,157,실패,2024-03-29,코디,080530,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4164,6-2권 상한가이론(1) / G4164 + KRX 실측,"고가 +28.27%→종가 +10.44% 되밀림. 실측 O2,700 H3,380 L2,645 C2,910·179억"
CASE-0158,158,실패,2024-03-29,SNT에너지,100840,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4164,6-2권 상한가이론(1) / G4164 + KRX 실측,"고가 +29.66%→종가 +22.44% 되밀림. 실측 O28,500 H32,350 L26,450 C30,550·614억"
CASE-0159,159,실패,2024-04-01,우리산업홀딩스,072470,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4164,6-2권 상한가이론(1) / G4164 + KRX 실측,"고가 +25.82%→종가 +10.63% 되밀림. 실측 O4,520 H4,970 L4,200 C4,370·160억. ※CASE-0047(2022-08-03)과 별개"
CASE-0160,160,실패,2024-04-01,윈팩,097800,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4164,6-2권 상한가이론(1) / G4164 + KRX 실측,"고가 +27.58%→종가 +10.73% 되밀림. 실측 O1,420 H1,582 L1,332 C1,373·135억(권리락 -21.02%)"
CASE-0161,161,실패,2024-04-01,파수,150900,상따,선취매 위험(고가-종가 괴리)·거래원 회피,상따/선취매 위험(고가-종가 괴리)·거래원 회피,G4164;G4165,6-2권 상한가이론(1) / G4164·G4165 + KRX 실측,"고가 +25.36%→종가 +7.77% 되밀림. 실측 O6,330 H7,910 L6,300 C6,800·364억. ★분봉 되밀림=이베스트 거래원 1~2위 개입(5권 회피 규칙) 이중"
CASE-0162,162,실패,2024-04-02,우리엔터프라이즈,037400,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4166,6-2권 상한가이론(1) / G4166 + KRX 실측,"장중 고가 +29%대(H2,040)→종가 +2.53% 되밀림. 실측 O1,650 H2,040 L1,595 C1,620·105억"
CASE-0163,163,실패,2024-04-02,현대바이오랜드,052260,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4166,6-2권 상한가이론(1) / G4166 + KRX 실측,"장중 고가 +27%대(H11,350)→종가 +5.36% 되밀림. 실측 O8,950 H11,350 L8,910 C9,440·209억"
CASE-0164,164,실패,2024-04-02,엑시콘,092870,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4166,6-2권 상한가이론(1) / G4166 + KRX 실측,"고가 +29%대→종가 +21.94% 되밀림. 실측 O27,650 H35,400 L27,650 C33,350·5,433억"
CASE-0165,165,실패,2024-04-02,마이크로투나노,424980,상따,선취매 위험(고가-종가 괴리),상따/선취매 위험(고가-종가 괴리),G4166,6-2권 상한가이론(1) / G4166 + KRX 실측,"장중 고가 +27%대(H15,400)→종가 +13.51% 되밀림. 실측 O12,020 H15,400 L12,020 C13,780·184억"
CASE-0166,166,성공,2023-11-16,디티앤씨알오,383930,상따,테마 순환매 대장주 교체,상따/테마 순환매 대장주 교체,G4236,6-2권 상한가이론(6) / G4236 + KRX 실측,"한동훈 정치 테마 순환매. 발생일 11-16 첫 상한가 O3,745 H=C4,770(+29.97%)·129억. 상한가 5회(11/16·12/22·12/26·12/27·2024-01/09), 디티앤씨와 날짜별 대장주 교체. ※CASE-0093(2024-01-11 갭하락)과 별개"
CASE-0167,167,성공,2023-11-20,디티앤씨,187220,상따,테마 순환매 대장주 교체,상따/테마 순환매 대장주 교체,G4236,6-2권 상한가이론(6) / G4236 + KRX 실측,"한동훈 정치 테마 순환매. 발생일 11-20 첫 상한가 O4,000 H=C5,000(+29.87%)·141억. 상한가 3회(11/20·11/21·2024-01/02), 디티앤씨알오와 대장주 교체"
CASE-0168,168,성공,2024-03-28,필옵틱스,161580,상따,테마 순환매 대장주 교체,상따/테마 순환매 대장주 교체,G4237,6-2권 상한가이론(6) / G4237 + KRX 실측,"유리기판 테마 순환매(1번 대장주). 상한가 O15,460 H=C20,300(+29.88%)·1,934억. 03/28 필옵틱스→04/04 와이씨켐→04/08 제이앤티씨 순환 교체"
CASE-0169,169,성공,2024-04-04,와이씨켐,112290,상따,테마 순환매 대장주 교체,상따/테마 순환매 대장주 교체,G4237,6-2권 상한가이론(6) / G4237 + KRX 실측,"유리기판 테마 순환매(2번 대장주). 상한가 O23,200 H=C29,400(+29.80%)·1,521억. 필옵틱스(03/28) 다음 교체 대장주"
CASE-0170,170,성공,2024-04-08,제이앤티씨,204270,상따,테마 순환매 대장주 교체,상따/테마 순환매 대장주 교체,G4237,6-2권 상한가이론(6) / G4237 + KRX 실측,"유리기판 테마 순환매(3번 대장주). 상한가 O19,500 H=C22,200(+29.82%)·4,308억. 와이씨켐(04/04) 다음 교체 대장주"
CASE-0171,171,성공,2024-04-01,데이타솔루션,263800,상따,이상적 안정 상한가(다음날 갭상),상따/이상적 안정 상한가(다음날 갭상),G4267,6-2권 상한가이론(11) / G4267 + KRX 실측,"안정 상한가(안 풀린 채 종가 유지) O6,340 H=C7,630(+29.98%)·1,403억 → 다음날 04-02 **+7.08% 갭상**(O8,170). 상한가 시 큰 거래대금·이후 감소=안정 시그니처"
CASE-0172,172,성공,2024-03-29,SK이터닉스,475150,상따,이상적 안정 상한가(다음날 갭상),상따/이상적 안정 상한가(다음날 갭상),G4267,6-2권 상한가이론(11) / G4267 + KRX 실측,"안정 상한가 O9,880 H=C12,840(+29.96%)·57억 → 다음날 04-01 **+15% 갭상**(O15,560). 연속 상한가 이상적 흐름"
CASE-0173,173,성공,2024-04-01,SK이터닉스,475150,상따,이상적 안정 상한가(다음날 갭상),상따/이상적 안정 상한가(다음날 갭상),G4267,6-2권 상한가이론(11) / G4267 + KRX 실측,"안정 상한가 O15,560 H=C16,690(+29.98%)·1,860억 → 다음날 04-02 **+13% 갭상**(O19,220). ※CASE-0172(03-29)와 연속 상한가 별개일"
CASE-0174,174,성공,2024-04-01,리더스코스메틱,016100,상따,이상적 안정 상한가(다음날 갭상),상따/이상적 안정 상한가(다음날 갭상),G4267,6-2권 상한가이론(11) / G4267 + KRX 실측,"안정 상한가 O1,980 H=C2,575(+29.85%)·29억 → 다음날 04-02 **+9.51% 갭상**(O2,820)"
CASE-0175,175,성공,2024-04-04,램테크놀러지,171010,상따,이상적 안정 상한가(다음날 갭상),상따/이상적 안정 상한가(다음날 갭상),G4267,6-2권 상한가이론(11) / G4267 + KRX 실측,"안정 상한가 O4,570 H=C5,910(+29.89%)·189억 → 다음날 04-05 **+8.29% 갭상**(O6,400). ※와이씨켐(04-04 이상적)=CASE-0169·씨엔알리서치(04-02 불안정)=CASE-0009 dedup"
CASE-0176,176,성공,2024-04-30,마녀공장,439090,상따,Case(1) 차트 타점,상따/Case(1) 차트 타점,G4288,6-2권 상한가이론(13) / G4288 + KRX 실측,"고점 돌파+큰 거래대금 차트 타점. 실측 O19,680 H24,100 L19,680 C23,350(+18.71%)·2,973억. 단일 고점 여러 번 형성형 Case(1) 매수"
CASE-0177,177,성공,2024-04-05,대원전선,006340,상따,Case(1) 차트 타점,상따/Case(1) 차트 타점,G4288,6-2권 상한가이론(13) / G4288 + KRX 실측,"AI 전력+구리 재료. 상한가 O1,884 H=C2,095(+29.88%)·2,051억. 27~28% 후 고점 돌파 Case(1) 타점"
CASE-0178,178,성공,2024-05-07,대원전선,006340,상따,Case(1) 차트 타점,상따/Case(1) 차트 타점,G4288,6-2권 상한가이론(13) / G4288 + KRX 실측,"AI 전력 모멘텀 지속(장 막판 상한가). 상한가 O3,300 H=C4,170(+29.91%)·5,072억. ※04-05(0177)과 별개일"
CASE-0179,179,성공,2024-04-15,대원전선우,006345,상따,Case(1) 차트 타점,상따/Case(1) 차트 타점,G4288,6-2권 상한가이론(13) / G4288 + KRX 실측,"우선주(전선·전력 테마). 상한가 O5,380 H=C5,750(+29.94%)·163억"
CASE-0180,180,성공,2024-05-07,대원전선우,006345,상따,Case(1) 차트 타점,상따/Case(1) 차트 타점,G4288,6-2권 상한가이론(13) / G4288 + KRX 실측,"우선주 재상승. 실측 O6,970 H8,750 L6,800 C8,290(+21.55%)·533억. ※04-15(0179)과 별개일"
CASE-0181,181,성공,2024-04-18,제일전기공업,199820,상따,Case(1) 차트 타점,상따/Case(1) 차트 타점,G4288,6-2권 상한가이론(13) / G4288 + KRX 실측,"이튼 PCB 재료. 상한가 O12,550 H=C15,920(+29.96%)·1,553억(제일일렉트릭=현 제일전기공업)"
CASE-0182,182,성공,2024-05-07,세명전기,017510,상따,Case(1) 차트 타점,상따/Case(1) 차트 타점,G4288,6-2권 상한가이론(13) / G4288 + KRX 실측,"HVDC 재료. 상한가 O4,600 H=C5,880(+29.94%)·434억"
CASE-0183,183,성공,2024-04-15,KBI메탈,024840,상따,Case(1) 차트 타점,상따/Case(1) 차트 타점,G4288,6-2권 상한가이론(13) / G4288 + KRX 실측,"전선·전력 후발주. 상한가 O1,886 H=C2,130(+29.80%)·584억"
CASE-0184,184,성공,2024-04-02,흥구석유,024060,상따,Case(1) 차트 타점,상따/Case(1) 차트 타점,G4288,6-2권 상한가이론(13) / G4288 + KRX 실측,"이-팔 전쟁+유가 테마(풋 성격). 상한가 O10,490 H=C13,050(+29.98%)·2,828억. ※CASE-0058(24-01-12)·0087(23-10-11)과 별개"
CASE-0185,185,성공,2024-05-08,픽셀플러스,087600,상따,Case(2) 호가창 타점,상따/Case(2) 호가창 타점,G4295,6-2권 상한가이론(13) / G4295 + KRX 실측,"호가창 대량 물량 돌파 타점. 상한가 O9,200 H=C11,490(+29.98%)·239억"
CASE-0186,186,성공,2024-04-11,바이오스마트,038460,상따,Case(2) 호가창 타점,상따/Case(2) 호가창 타점,G4295,6-2권 상한가이론(13) / G4295 + KRX 실측,"구리 소재 독과점 재료. 상한가 O4,035 H=C5,310(+29.83%)·664억"
CASE-0187,187,성공,2024-04-12,에스피소프트,443670,상따,Case(2) 호가창 타점,상따/Case(2) 호가창 타점,G4295,6-2권 상한가이론(13) / G4295 + KRX 실측,"MS AI 재료. 상한가 O15,060 H=C19,110(+30.0%)·1,542억. ※CASE-0076(24-02-15)과 별개일"
CASE-0188,188,성공,2024-04-29,LS에코에너지,229640,상따,Case(2) 호가창 타점,상따/Case(2) 호가창 타점,G4295,6-2권 상한가이론(13) / G4295 + KRX 실측,"전력 수요 재료. 상한가 O21,300 H=C27,150(+29.9%)·1,639억"
CASE-0189,189,성공,2024-05-02,레이저쎌,412350,상따,Case(2) 호가창 타점,상따/Case(2) 호가창 타점,G4295,6-2권 상한가이론(13) / G4295 + KRX 실측,"인텔·마이크론 LC본더 재료. 상한가 O9,760 H=C12,620(+29.97%)·651억"
CASE-0190,190,성공,2024-04-02,SK이터닉스,475150,상따,Case(2) 호가창 타점,상따/Case(2) 호가창 타점,G4295,6-2권 상한가이론(13) / G4295 + KRX 실측,"인적분할 신규상장. 상한가 O19,220 H=C21,650(+29.72%)·1,728억. ※CASE-0172(03-29)·0173(04-01)과 연속 상한가 3일차 별개"
CASE-0191,191,성공,2024-05-27,에너토크,019990,상따,원전 테마 상한가(실매매),상따/원전 테마 상한가(실매매),G4313;G4330,6-3권 22-2 / G4313·G4330 + KRX 실측,"원전 테마. 상한가 O6,700 H=C8,450(+30.0%)·183억. ★필자 실매매"
CASE-0192,192,성공,2024-05-27,우진엔텍,457550,상따,원전 테마 상한가,상따/원전 테마 상한가,G4330,6-3권 22-2 / G4330 + KRX 실측,"원전 테마 대장 후보. 상한가 O36,900 H=C43,800(+29.97%)·2,929억"
CASE-0193,193,성공,2024-05-27,두산에너빌리티,034020,상따,원전 테마 상한가,상따/원전 테마 상한가,G4330,6-3권 22-2 / G4330 + KRX 실측,"원전 대형 대장. 실측 O20,050 H21,750 L19,700 C21,300(+16.65%)·1조4,326억"
CASE-0194,194,성공,2024-02-06,이수스페셜티케미컬,457190,짝짓기,대장주 상한가,짝짓기/대장주 상한가,G4368,6-3권 22-2 짝짓기 / G4368 + KRX 실측,"삼성SDI 전고체+이수엑사켐 합병. 대장주 상한가 O198,300 H=C253,500(+29.87%)·3,413억. ※CASE-0046(02-08)·0071(02-07)과 별개일"
CASE-0195,195,성공,2024-02-06,이수화학,005950,짝짓기,2등주 수급전이,짝짓기/2등주 수급전이,G4368,6-3권 22-2 짝짓기 / G4368 + KRX 실측,"이수스페셜티케미컬 분할 모회사(흐름 동조). 실측 O12,400 H14,490 L12,370 C13,310(+7.08%)·966억. 대장 상한가 시점 매수→최고 14,490(10:40) 매도"
CASE-0196,196,성공,2024-05-16,한국화장품제조,003350,짝짓기,대장주 상한가,짝짓기/대장주 상한가,G4369;G4371,6-3권 22-2 짝짓기 / G4369·G4371 + KRX 실측,"1분기 호실적(화장품 테마 대장). 상한가 O33,300 H=C36,700(+29.91%)·519억. 개장 11분 만에 상한가"
CASE-0197,197,성공,2024-05-16,한국화장품,123690,짝짓기,2등주 수급전이,짝짓기/2등주 수급전이,G4369;G4371,6-3권 22-2 짝짓기 / G4369·G4371 + KRX 실측,"한국화장품제조 인적분할 기업(흐름 동조). 상한가 O8,250 H=C9,880(+30.0%)·770억"
CASE-0198,198,성공,2024-07-01,인벤티지랩,389470,짝짓기,대장주 상한가,짝짓기/대장주 상한가,G4363,6-3권 22-2 짝짓기 / G4363 + KRX 실측,"비만 치료제 테마 대장. 상한가 O11,300 H=C14,350(+29.98%)·409억. ※CASE-0038(23-08-01)·0113(23-11-15)과 별개"
CASE-0199,199,실패,2024-07-01,펩트론,087010,짝짓기,흐름 독립 실패,짝짓기/흐름 독립 실패,G4363,6-3권 22-2 짝짓기 / G4363 + KRX 실측,"비만 치료제 2등주. 실측 O49,400 H60,900 L49,200 C58,300(+18.14%)·3,225억. ★짝짓기 실패: 2차 상승 시점 불일치(펩트론 10시 이전·인벤티지랩 10:30 이후)→대장 상한가 시점 지지부진=흐름 독립"
